case_id,nfp,n_base_coils,status,score,iota_min,iota_max,iota_midpoint,iota_sign
1354,6,1,no_axis,0.11890664560428242,,,,missing
1355,7,1,ok,6.238285209832828,-0.9270908646285534,-0.917065122969059,-0.9220779937988062,negative
1356,8,1,ok,8.789806366693735,-1.1109964358158069,-1.1004891814388396,-1.105742808627323,negative
1357,2,2,no_axis,0.12375101376182387,,,,missing
1358,3,2,no_axis,0.1253374350615158,,,,missing
1359,4,2,no_axis,0.1232650428229202,,,,missing
1360,5,2,no_surface,0.2759143011513316,,,,missing
1361,6,2,ok,1.9708410305674449,-0.6340490135221306,-0.5588054060935974,-0.596427209807864,negative
1362,7,2,no_axis,0.11966483580660199,,,,missing
1363,8,2,ok,18.028914743356207,-0.9943452738810086,-0.8602133393287659,-0.9272793066048872,negative
1364,2,3,no_axis,0.1251314834091275,,,,missing
1365,3,3,no_axis,0.12015376347661089,,,,missing
1366,4,3,no_axis,0.11370129762216666,,,,missing
1367,5,3,no_axis,0.11294913492761566,,,,missing
1368,6,3,no_axis,0.11316614134928371,,,,missing
1369,7,3,no_surface,0.24608075802281915,,,,missing
1370,8,3,ok,30.382074726305653,-0.8159977621352735,-0.7485656142234802,-0.7822816881793768,negative
1371,2,4,no_axis,0.12026855783700502,,,,missing
1372,3,4,no_axis,0.1192832773782651,,,,missing
1373,4,4,no_axis,0.10968536253314515,,,,missing
1374,5,4,no_surface,0.277652271207236,,,,missing
1375,6,4,no_axis,0.11747453573396625,,,,missing
1376,7,4,no_surface,0.2431627102145289,,,,missing
1377,8,4,ok,15.425144563876156,-0.7429364272561054,-0.6212502121925354,-0.6820933197243204,negative
1378,4,1,no_axis,0.12713605926528118,,,,missing
1379,5,1,no_axis,0.1270078526783028,,,,missing
1380,6,1,drift_rejected,0.33775072226438385,,,,missing
1381,7,1,ok,6.636215470854544,-1.496109426021576,-1.3956875183547226,-1.4458984721881492,negative
1382,8,1,no_surface,0.33302731891114434,,,,missing
1383,2,2,no_axis,0.12687706302856605,,,,missing
1384,3,2,no_axis,0.11940867914096431,,,,missing
1385,4,2,no_axis,0.12128918614071163,,,,missing
1386,5,2,no_axis,0.11528656598954215,,,,missing
1387,6,2,no_surface,0.25793998933662143,,,,missing
1388,7,2,ok,6.134584977784417,-1.0559209325994476,-1.0539949522068561,-1.0549579424031519,negative
1389,8,2,no_surface,0.2529280023651651,,,,missing
1390,2,3,no_axis,0.12050421413861345,,,,missing
1391,3,3,no_axis,0.11988351886361713,,,,missing
1392,4,3,no_surface,0.2490613435369856,,,,missing
1393,5,3,no_axis,0.11040916390944402,,,,missing
1394,6,3,drift_rejected,0.2646072595897167,,,,missing
1395,7,3,ok,16.204844225609015,-0.9190117424436147,-0.8875424899196499,-0.9032771161816323,negative
1396,8,3,no_surface,0.2969634595151767,,,,missing
1397,2,4,no_axis,0.11403927041570894,,,,missing
1398,3,4,no_axis,0.1212962543435407,,,,missing
1399,4,4,no_axis,0.11991248215213715,,,,missing
1400,5,4,no_axis,0.11710457300572862,,,,missing
1401,6,4,ok,3.297089215256718,-0.6709562037140131,-0.6656235119516103,-0.6682898578328117,negative
1402,7,4,no_surface,0.2373071241799034,,,,missing
1403,8,4,no_surface,0.23898722518562732,,,,missing
1404,4,1,drift_rejected,0.34545667007778047,,,,missing
1405,5,1,no_axis,0.12495150617487416,,,,missing
1406,6,1,no_axis,0.1274278149213772,,,,missing
1407,7,1,ok,4.802843156985019,-0.9054876105929892,-0.8605499863624573,-0.8830187984777232,negative
1408,8,1,ok,7.461521383812611,-1.1875287741422653,-1.1533567312956499,-1.1704427527189576,negative
1409,2,2,no_axis,0.12417757566614929,,,,missing
1410,3,2,no_axis,0.12094681614816119,,,,missing
1411,4,2,no_axis,0.1249146741377937,,,,missing
1412,5,2,no_axis,0.11921268861841626,,,,missing
1413,6,2,no_axis,0.11620567212314206,,,,missing
1414,7,2,ok,4.998384878195842,-1.643414855003357,-1.3869514299070183,-1.5151831424551876,negative
1415,8,2,drift_rejected,0.288251907504379,,,,missing
1416,2,3,no_axis,0.12127097059321533,,,,missing
1417,3,3,no_axis,0.12229177593926358,,,,missing
1418,4,3,no_axis,0.11560973855888892,,,,missing
1419,5,3,no_axis,0.11358909042759441,,,,missing
1420,6,3,drift_rejected,0.31423376518125157,,,,missing
1421,7,3,no_axis,0.11230649636464339,,,,missing
1422,8,3,no_surface,0.24580845842370513,,,,missing
1423,2,4,no_axis,0.12291463625092597,,,,missing
1424,3,4,no_axis,0.11875767659331266,,,,missing
1425,4,4,no_axis,0.12016475398386904,,,,missing
1426,5,4,no_axis,0.11534599034076501,,,,missing
1427,6,4,no_surface,0.2411503578123107,,,,missing
1428,7,4,no_axis,0.10847460464912469,,,,missing
1429,8,4,no_surface,0.24122509292205066,,,,missing
1430,4,1,no_axis,0.12699181449085098,,,,missing
1431,5,1,drift_rejected,0.3681964657815419,,,,missing
1432,6,1,no_axis,0.12550189069579745,,,,missing
1433,7,1,no_surface,0.3424258871944191,,,,missing
1434,8,1,ok,7.036157698806869,-1.3716258729590864,-1.1583610773086548,-1.2649934751338705,negative
