case_id,variant,grid,baseline_score,candidate_score,score_delta,baseline_psi_angle_mean,baseline_psi_angle_p95,baseline_psi_angle_l2,candidate_psi_angle_mean,candidate_psi_angle_p95,candidate_psi_angle_l2,ratio_psi_angle_mean,ratio_psi_angle_p95,ratio_psi_angle_l2
2428769,psi_grid72,72,83.87920026164065,83.85592825400005,-0.023272007640599668,3.743211429560736e-05,0.0001593505837416531,1.685135087237872e-05,3.7960024356073286e-05,0.00015948817356127882,1.735664009973937e-05,1.0141031323076473,1.0008634409513604,1.02998508731955
2429760,psi_grid72,72,61.35646943439228,61.26480542381915,-0.09166401057313323,2.9265912895449957e-05,0.00011110332206232648,1.0007009332154779e-05,2.9798173270233077e-05,0.00011505349429360396,1.0664007301730252e-05,1.0181870415826282,1.035554042471039,1.0656537780437947
2442111,psi_grid72,72,87.053290344009,87.06036186605893,0.007071522049926671,6.757409822541284e-05,0.0002273008234650945,5.2668583740800114e-05,6.757265486414403e-05,0.00022579227779427532,5.267801363211322e-05,0.9999786403177147,0.9933632195087456,1.0001790420520802
2452803,psi_grid72,72,92.0296137894797,92.03572053007308,0.006106740593381232,1.1129750919395727e-05,3.947694276957885e-05,9.387928032242496e-06,1.1339573438995898e-05,4.004488481738145e-05,9.660778407527121e-06,1.0188524003025543,1.014386677588424,1.0290639611155445
2453768,psi_grid72,72,92.3529632638992,92.35341634391341,0.00045308001421062727,2.6358720728846708e-05,6.391523626520681e-05,2.324428313169633e-05,2.7091317880137857e-05,6.346865369069106e-05,2.323408171346949e-05,1.0277933500198058,0.9930128933160364,0.9995611214091206
2459461,psi_grid72,72,92.41470481177672,92.37914194599367,-0.03556286578304935,1.0085587419277136e-05,3.029484863906727e-05,1.0103096410967615e-05,1.0530267943576824e-05,3.087922550904949e-05,1.0657092850325598e-05,1.0440906915793269,1.0192896448153441,1.054834321758682
2459513,psi_grid72,72,93.51899804052367,93.48615948569758,-0.03283855482608544,7.057568891106291e-06,2.5493357270335774e-05,6.267092121865477e-06,7.880914803406957e-06,2.630589896396925e-05,7.490346327236352e-06,1.1166614063573959,1.0318726829509801,1.1951868875683223
2459580,psi_grid72,72,93.47494484456269,93.4335148495791,-0.0414299949835879,1.0129432833722062e-05,3.3517413902821005e-05,1.066762558224015e-05,1.0612944761711859e-05,3.418016588377989e-05,1.1116954869808113e-05,1.0477333663124877,1.019773362672921,1.04212083411664
2461313,psi_grid72,72,93.81679594140326,93.78639384343785,-0.030402097965406938,6.716841282963084e-06,2.279064035695976e-05,5.7680387864238125e-06,7.119669768104116e-06,2.383702575353616e-05,6.667171449398396e-06,1.0599729051455755,1.0459129440940371,1.1558818683901477
2461422,psi_grid72,72,93.9174494573779,93.88426392755262,-0.033185529825274784,8.178031411188673e-06,2.6728984295610566e-05,7.91258874948585e-06,8.780837038342158e-06,2.7655797007075146e-05,8.591387180337912e-06,1.0737103585012848,1.0346744455836574,1.0857871491041626
